StarID,Hip,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,Mag,AbsMag,Spectrum,ColorIndex
4975,  7116,  9337, , ,,,1.52753527,-19.03214210,242.718446601942, 7.38,0.454486080165673,K0III       , 0.996
4976,  7117,  9307, , ,,,1.52851439,+10.88937825,133.689839572193, 7.03,1.39950798932231,G5          , 0.988
4977,  7118,  9377, 441,,          , ,1.52868099,-30.28292502,93.1098696461825, 5.79,0.945021406817684,K0III       , 1.073
4978,  7119,  9277, , ,,,1.52901359,+22.74128299,460.829493087558, 8.24,-0.0777013307573533,K0III-IV    , 1.038
4979,  7120, , , ,,,1.52912155,+15.09408083,7692.30769230769, 8.74,-5.69028323846581,G0          , 0.790
4980,  7123,  9269, , ,,,1.52961734,+30.62485379,440.528634361233, 8.04,-0.179870714034388,K0IIIvar    , 1.046
4981,  7124,  9334, , ,,,1.52985727,-04.95913314,119.617224880383, 8.92,3.53103138719508,G0          , 0.513
4982,  7125,  9335, , ,,,1.52993552,-10.25728380,142.045454545455, 7.49,1.72786329571056,A2          , 0.256
4983,  7127,  9154, , ,,,1.53050713,+61.37719865,568.181818181818, 7.93,-0.842436660929252,G8III       , 1.143
4984,  7128,  9851, , ,,,1.53064104,-78.06926963,384.615384615385, 7.62,-0.305133260145909,K2/K3III    , 1.297
4985,  7129,  9799, , ,,,1.53117391,-76.91388780,124.223602484472, 8.62,3.14897940183934,G3III       , 0.749
4986,  7131,  9324, , ,,,1.53145892,+09.98827972,164.744645799012, 7.78,1.69594345537629,K0          , 1.105
4987,  7133,  9388, , ,,,1.53153408,-27.70311544,172.413793103448, 7.30,1.11713996781469,K0III       , 1.117
4988,  7132,  9251, , ,,,1.53153559,+46.39985169,295.85798816568, 8.25,0.894583501388275,A0IV        , 0.087
4989,  7134,  9313, , ,,,1.53190434,+16.04731672,101.936799184506, 7.82,2.77834503689974,G5          , 0.972
4990,  7135,  9373, , ,,,1.53215327,-17.70141294,195.3125, 8.94,2.48634980487915,G3V         , 0.676
4991,  7136,  9466, , ,,,1.53247589,-50.56857166,78.003120124805, 8.06,3.59944012591399,F3/F5V      , 0.413
4992,  7137,  9413, , ,,,1.53284693,-34.49889621,151.515151515152, 8.89,2.98771967770934,F8V         , 0.561
4993,  7138,  9235, , ,,,1.53296547,+52.46981399,117.096018735363, 7.92,2.57728935344503,F0          , 0.352
4994,  7139, , , ,,,1.53340463,+62.32902312,751.87969924812, 8.04,-1.34074179516457,M2          , 2.556
4995,  7140,  9359, , ,,,1.53358209,-06.71870411,244.498777506112, 7.46,0.51861654003671,K2          , 1.211
4996,  7143,  9312, , ,,,1.53418131,+16.94770727,58.3090379008746, 6.78,2.95132062189395,G5          , 0.929
4997,  7145,  9234, , ,,,1.5348568,+54.01896745,595.238095238095, 7.90,-0.973453591370685,B8          , 0.088
4998,  7147,  9298, 438,,          , ,1.53543989,+34.79997529,287.35632183908, 6.39,-0.902103780267094,B7IIIMNp... ,-0.103
4999,  7148,  9411, , ,,,1.53544702,-23.64824895,104.058272632674, 7.24,2.15361693834273,A8/A9IV/V   , 0.286
5000,  7150,  9401, , ,,,1.53605628,-17.53206686,216.919739696312, 8.49,1.80850462694824,F0V         , 0.340
5001,  7151,  9465, , ,,,1.53673122,-39.09800347,243.30900243309, 8.69,1.75920910938035,K2III       , 1.212
5002,  7152,  9399, , ,,,1.53686334,-14.49237540,249.376558603491, 8.18,1.19572186310091,A1V         , 0.096
5003,  7153,  9305, , ,,,1.53692538,+32.54216432,118.623962040332, 8.03,2.65913787312371,F5          , 0.535
5004,  7156,  9371, , ,,,1.53747985,+03.68516191,467.289719626168, 7.41,-0.937931133254045,K0          , 1.500
5005,  7157,  9304, , ,,,1.53765413,+38.27194062,150.602409638554, 7.33,1.44084039684009,G5          , 0.933
5006,  7158,  9421, , ,,,1.53783496,-18.56603662,45.3103760761214, 8.46,5.17901166580828,G3V         , 0.679
5007,  7160,  9387, , ,,,1.53848257,+01.57205352,134.408602150538, 8.11,2.46786467772939,A3          , 0.235
5008,  7161,  9451, , ,,,1.53866373,-26.55235075,202.429149797571, 7.94,1.40863474461824,A5V         , 0.210
5009,  7164,  9488, , ,,,1.53917051,-41.50595283,196.463654223969, 8.22,1.75358891168379,F2V         , 0.352
5010,  7166,  9166, , ,,,1.54007503,+68.40906428,148.588410104012, 6.82,0.960075321119885,K3III       , 1.238
5011,  7170, ,,NN 3098  ,, ,1.54071457,-21.90296705,17.7242112725984,11.16,9.91716540909674, , 1.492
5012,  7174,  9475, , ,,,1.54153747,-29.72649191,203.665987780041, 8.73,2.18540746061484,F0/F2IV     , 0.344
5013,  7175,  9186, , ,,,1.54164503,+67.96119466,303.030303030303, 8.24,0.832569699389438,B9          , 0.053
5014,  7177,  9610, , ,,,1.54192169,-62.84394278,128.369704749679, 8.79,3.24768728836282,K0IV/V      , 0.880
5015,  7178,  9419, , ,,,1.54198211,-10.29746862,130.208333333333, 8.13,2.55680610015756,F0          , 0.344
5016,  7179,232459, , ,,,1.54208879,+50.82419927,175.438596491228, 8.96,2.73937427836246,F8          , 0.560
5017,  7181,  9434, , ,,,1.54211855,-15.45083100,302.114803625378, 8.38,0.979139968878595,K1III       , 1.137
5018,  7182,  9165, , ,,,1.54236943,+70.01945109,240.963855421687, 6.96,0.0502404835604642,B9          ,-0.004
5019,  7183,  9528, , ,,,1.54244327,-49.52800433,48.8042947779405, 7.78,4.33770979200598,G1/G2IV/V   , 0.641
5020,  7184,  9397, , ,,,1.54256532,+11.88259982,456.62100456621, 7.59,-0.707779425799407,K5          , 1.536
5021,  7185,  9527, , ,,,1.54258059,-48.64534286,322.58064516129, 8.71,1.16680846917137,G8III       , 0.922
5022,  7188,  9463, , ,,,1.54340744,-18.97668657,751.87969924812, 7.61,-1.77074179516457,K4III       , 1.514
5023,  7189,  9544, 447,,          , ,1.54344236,-49.72753415,80.58017727639, 6.27,1.73885890749365,F4V         , 0.462
5024,  7190,  9462, , ,,,1.54387422,-16.14840945,116.279069767442, 8.30,2.97249225621784,K0/K1IV     , 1.011
5025,  7191,  9543, , ,,,1.54413193,-48.61108004,225.225225225225, 8.42,1.6569148505731,F3/F5V      , 0.472
5026,  7192,  9250, , ,,,1.54534052,+63.59380573,581.395348837209, 7.18,-1.64235776546226,G0Ib        , 1.303
5027,  7193,  9256, , ,,,1.54536516,+61.86136829,236.96682464455, 8.87,1.99656225480837,B7V         , 0.090
5028,  7194,  9487, , ,,,1.54546408,-22.41415491,269.541778975741, 8.66,1.50686954807523,A3II/III(m) , 0.264
5029,  7195,  9542, , ,,,1.54554516,-44.73901366,234.741784037559, 8.33,1.47704799551359,K4III       , 1.399
5030,  7196,  9432, , ,,,1.54568844,+03.03241518,854.700854700855, 7.95,-1.70907069126919,G5          , 1.083
5031,  7198,  9417, , ,,,1.54612579,+13.16138576,312.5, 8.00,0.52574989159953,K0          , 1.319
5032,  7201,  9370, , ,,,1.54658664,+35.84280230,148.588410104012, 6.60,0.740075321119885,K0          , 1.080
5033,  7204,  9369, , ,,,1.547357,+38.12148002,105.15247108307, 8.12,3.01090258468707,F5          , 0.433
5034,  7206, , , ,,,1.54738982,+19.88797687,740.740740740741, 8.97,-0.378331157524968,K0          , 1.158
5035,  7208,  9497, , ,,,1.5477463,-21.08807720,277.777777777778, 8.61,1.39151250383644,M3III       , 1.487
5036,  7210,  9449, , ,,,1.54799041,+04.77449845,69.9300699300699, 8.69,4.46668018732531,G0          , 0.557
5037,  7211,  9580, , ,,,1.54810066,-52.61580756,58.8928150765607, 8.94,5.08968842953967,G5V         , 0.711
5038,  7212,  9486, , ,,,1.54830909,-17.61168944,564.971751412429, 8.91,0.149866331809033,K3III       , 1.592
5039,  7213,  9525, 445,,          , ,1.54890337,-36.86518161,81.3669650122051, 5.49,0.937759414432271,K1/K2III    , 1.021
5040,  7216,  9386, , ,,,1.54936804,+33.85281693,109.051254089422, 7.64,2.4518466783501,F5          , 0.504
5041,  7218,  9473, , ,,,1.54968974,+00.12690074,800, 7.92,-1.59544993495972,K0          , 1.524
5042,  7220,  9459, , ,,,1.55026033,+05.38223908,342.465753424658, 8.89,1.21691425724209,G5          , 1.100
5043,  7221,  9331, , ,,,1.55054285,+53.03372375,51.0725229826353, 8.41,4.8690634373356,G5          , 0.710
5044,  7222,  9484, 444,,          , ,1.55097542,-09.01467905,124.069478908189, 6.60,1.13167520902545,A0III       ,-0.040
5045,  7223,  9598, , ,,,1.55140872,-50.12010712,344.827586206897, 8.03,0.341989989494781,K1IIICN...  , 1.146
5046,  7225,  9678, , ,,,1.55177278,-63.86841324,286.532951289398, 8.65,1.3641271347959,K0III/IV    , 1.096
5047,  7226,  9429, , ,,,1.55221483,+27.94114490,1010.10101010101, 8.68,-1.34182402701225,G5          , 1.308
5048,  7227, , , ,,,1.55245207,+22.31876013,854.700854700855, 8.96,-0.699070691269188,M1          , 1.654
5049,  7228, , , ,,,1.55254925,-24.91381749,34.8553502962705,10.00,7.28865274122999,K2          , 1.172
5050,  7230, , , ,,,1.55322436,+19.49223250,298.507462686567, 8.68,1.30522403518423,K5          , 1.267
5051,  7231, 10062, , ,,,1.55358914,-79.92661098,271.0027100271, 7.21,0.0451318307953015,A1IV/V      , 0.122
5052,  7232,  9311, , ,,,1.5538908,+60.68643905,409.83606557377, 7.23,-0.833050868306351,B5Ib        , 0.287
5053,  7234,  9393, , ,,,1.55430546,+43.89588355,165.016501650165, 8.63,2.54236312083143,A0p         ,-0.106
5054,  7235,  9540,,Gl  59  A,, ,1.554343,-24.17757411,19.5045835771406, 6.97,5.519316587202,K0V         , 0.766
5055,  7236,  9554, , ,,,1.55440051,-25.66712041,177.304964539007, 8.34,2.09639551991671,G8III       , 0.960
5056,  7237,  9608, , ,,,1.554485,-47.30657686,55.8035714285714, 8.19,4.45669002663053,G0/G1V      , 0.570
5057,  7239,  9577, , ,,,1.55464366,-37.31524506,86.2812769628991, 8.28,3.60041717981798,F5V         , 0.476
5058,  7240,  9578, , ,,,1.55476879,-38.24492313,57.2409845449342, 8.19,4.40146452491465,G1V         , 0.611
5059,  7242,  9597, , ,,,1.55478617,-44.15204975,186.915887850467, 8.61,2.25176891010614,K1III       , 1.041
5060,  7243,  9496, , ,,,1.55507416,+08.20881472,179.21146953405, 6.31,0.0431709946878929,K0          , 0.800
5061,  7244,  9472, , ,,,1.55528532,+23.97550045,33.1895121141719, 7.63,5.02499565836679,G0          , 0.666
5062,  7245,  9446, , ,,,1.55557145,+29.26528053,52.8541226215645, 8.35,4.73460566032887,G5V         , 0.680
5063,  7247,  9354, , ,,,1.55591084,+55.81770036,1075.2688172043, 7.13,-3.02758525723032,K0          , 1.238
5064,  7248,  9222, , ,,,1.55651256,+71.55456442,100.908173562059, 8.53,3.51036827242638,F8          , 0.478
5065,  7249,  9164, , ,,,1.55667367,+74.62848314,1030.92783505155, 8.83,-1.23614132866878,A0          , 0.107
5066,  7251,  9352, 439,,          , ,1.55714106,+58.32734523,598.802395209581, 5.69,-3.19641764426208,K0Ib+...    , 1.435
5067,  7252,  9416, , ,,,1.55727208,+42.32766865,383.141762452107, 8.57,0.653202536691405,G5III       , 0.934
5068,  7253,  9366, , ,,,1.55731871,+54.94486941,14285.7142857143, 6.92,-8.08,K3Ib        , 1.852
5069,  7254,  9619,,NN 3099  ,, ,1.55736836,-43.90141420,35.4233085370174, 7.83,5.0835543907346,K0/K1V      , 0.815
5070,  7255,  9493, , ,,,1.55797946,+23.59051312,181.159420289855, 7.37,1.079695388646,G8II-III    , 0.955
5071,  7256,  9850, , ,,,1.55847161,-70.86778623,91.2408759124088, 7.83,3.02905277074175,F2V         , 0.389
5072,  7259,  9511, , ,,,1.55909194,+06.56664823,392.156862745098, 8.35,0.382700902169777,G5          , 1.154
5073,  7261,  9329, , ,,,1.55921763,+62.52663262,166.389351081531, 7.07,0.964372360013698,K0III       , 1.166
5074,  7262,  9443, , ,,,1.55940665,+40.90155386,72.992700729927, 7.43,3.11360283578203,A5          , 0.340
5075,  7265,  9510, , ,,,1.56005791,+16.13044281,201.207243460765, 8.77,2.25178194366666,A2          , 0.184
5076,  7266, , , ,,,1.56011755,+40.99508156,384.615384615385, 8.37,0.44486673985409,K0          , 1.244
5077,  7267,  9539, , ,,,1.56012875,-01.86554789,149.03129657228, 8.63,2.76361260084496,G5          , 0.877
5078,  7269,  9483, , ,,,1.56029997,+30.38926015,247.524752475248, 8.10,1.13190682555302,A3          , 0.203
5079,  7271, 10042, 467,,          , ,1.5609061,-78.50448590,135.135135135135, 6.11,0.456158598654882,G3IV        , 0.970
5080,  7275,  9663, , ,,,1.5617517,-50.40177174,240.384615384615, 7.85,0.945466653133715,K0III       , 1.029
5081,  7274,  9575, , ,,,1.56178009,-12.21287570,68.6341798215511, 8.51,4.32729775884995,G3V         , 0.640
5082,  7276,  9562, 448,,          , ,1.56187029,-07.02514279,29.6647878967665, 5.75,3.38879376260486,G2IV        , 0.639
5083,  7277,  9536, , ,,,1.56207097,+10.90437833,52.6592943654555, 7.97,4.36262482368509,F8          , 0.527
5084,  7279,  9389, , ,,,1.56250811,+56.81029520,106.044538706257, 8.17,3.04255846368664,F8          , 0.401
5085,  7280,  9365, , ,,,1.56262372,+60.62310179,120.481927710843, 8.17,2.76539046188037,F0V         , 0.361
5086,  7281,  9537, , ,,,1.56262722,+03.77215239,224.719101123595, 8.26,1.50180005490466,F0          , 0.309
5087,  7282,  9521, , ,,,1.56309582,+17.68528819,198.019801980198, 7.71,1.22645689059331,K0          , 0.991
5088,  7283,  5914, 286,,          , ,1.56347666,+89.01571833,98.5221674876847, 6.46,1.49233021124616,A3V         , 0.107
5089,  7284,  9607, , ,,,1.56442741,-21.03414393,71.0227272727273, 8.02,3.76301327403047,G0V         , 0.556
5090,  7285, , , ,,,1.56445608,+37.33495961,266.666666666667, 8.76,1.63015633863859,K2          , 1.240
5091,  7286,  9662, , ,,,1.56456109,-44.34826652,336.700336700337, 8.61,0.973782246586063,K1III       , 1.064
5092,  7287, , , ,,,1.56480778,+27.23627661,46.2320850670365,11.03,7.70528259719546,K5          , 1.200
5093,  7288,  9535, , ,,,1.56486158,+18.78018025,185.873605947955, 8.74,2.39391137833195,K0          , 1.152
5094,  7289,  9500, , ,,,1.56508985,+35.60821238,490.196078431373, 6.93,-1.5218491628705,M4III       , 1.596
5095,  7290,  9734, , ,,,1.56534089,-55.52314222,44.7227191413238, 9.88,6.62735899607193,K5V         , 1.072
5096,  7291,  9383, , ,,,1.5654746,+62.14979421,225.225225225225, 7.90,1.1369148505731,A2V         , 0.141
5097,  7293,  9559, , ,,,1.56549044,+08.99362761,193.050193050193, 8.15,1.72164879872617,F5          , 0.517
5098,  7294,  9408, 442,, 39Chi Cas, ,1.56553499,+59.23209665,62.65664160401, 4.68,0.695164435073553,K0III       , 0.991
5099,  7295,  9561, , ,,,1.56555162,+02.56538999,256.410256410256, 8.85,1.8053230351325,A3          , 0.265
5100,  7296, , , ,,,1.56636602,-10.42386319,48.2392667631452, 9.98,6.5629965104693, , 0.958
5101,  7297,  9757, , ,,,1.56660874,-58.33432090,203.665987780041, 8.27,1.72540746061484,K2IIICN...  , 1.169
5102,  7298,  9798, , ,,,1.56662509,-62.47621309,77.5795190069822, 6.91,2.46126458676702,A9V         , 0.314
5103,  7299,  9480, , ,,,1.56684864,+45.97658677,273.224043715847, 8.59,1.40740542697205,B9V         ,-0.001
5104,  7305,  9772, , ,,,1.56759999,-59.31246225,265.25198938992, 8.35,1.23170675102896,G6III       , 1.004
5105,  7307,  9573, , ,,,1.56775332,+04.12880910,84.8896434634975, 8.15,3.50572645225541,F5          , 0.465
5106,  7309,  9650, , ,,,1.56817208,-28.78355177,273.224043715847, 7.04,-0.142594573027946,K4III       , 1.447
5107,  7312,  9595, , ,,,1.56877674,+02.44658838,101.729399796541, 8.90,3.86276758916068,G0          , 0.649
5108,  7313,  9492, , ,,,1.56890773,+44.09398251,298.507462686567, 8.45,1.07522403518423,A1Vvar      , 0.045
5109,  7315,  9660, , ,,,1.56979376,-29.95618654,487.804878048781, 8.76,0.318769305278773,M0/M1III:   , 1.743
5110,  7314,  9532, , ,,,1.56986315,+36.19016162,276.243093922652, 7.97,0.763542852665829,A2...       , 0.246
5111,  7317,  9558, , ,,,1.5701128,+21.17701284,107.874865156419, 8.81,3.64539867072249,F5          , 0.408
5112,  7318,  9342, , ,,,1.57034714,+68.68247030,276.243093922652, 7.86,0.653542852665829,K0          , 1.022
5113,  7320,  9625, , ,,,1.5712082,-06.27252304,179.533213644524, 8.38,2.10927597586865,G5          , 1.007
5114,  7321,  9531, 446,,          , ,1.571277,+37.23719753,120.192307692308, 5.90,0.50061663145362,B9IV        ,-0.067
5115,  7323,  9673, , ,,,1.57176454,-27.36315918,187.617260787993, 7.89,1.52363604513286,A5V         , 0.236
5116,  7324,  9626, , ,,,1.57206015,-08.45759045,119.189511323004, 8.08,2.6988098041435,F5          , 0.505
5117,  7325, , , ,,,1.57216716,+39.63956053,220.75055187638, 8.73,2.01049101006416,K2          , 1.267
5118,  7327,  9733, , ,,,1.57237901,-45.69137430,127.877237851662, 6.92,1.38603376529924,G8IV        , 0.891
5119,  7328,  9606, , ,,,1.57265526,+10.91836311,215.05376344086, 8.90,2.23726476444977,F8          , 0.455
5120,  7330,  9692, , ,,,1.57317268,-28.23663362,361.01083032491, 6.87,-0.917601154677756,M0III       , 1.660
5121,  7331,  9550, , ,,,1.57328999,+38.84572291,132.450331125828, 8.28,2.66973475814594,A3          , 0.326
5122,  7333, , , ,,,1.57353449,+65.96378751,40.8496732026144,10.73,7.67405706736762,M0          , 1.170
5123,  7335,  9508, , ,,,1.57441485,+49.56411420,258.397932816537, 7.97,0.908554825094559,A2          , 0.130
5124,  7338, , , ,,,1.57519765,+78.06271016,34.8432055749129,10.64,7.92940948366996,M0          , 1.210
5125,  7339,  9407,,Gl  59.1 ,, ,1.57607752,+68.94785738,20.9863588667366, 6.52,4.91031452487173,G6V         , 0.686
5126,  7340,  9717, , ,,,1.57612668,-28.63896448,260.416666666667, 8.34,1.26165612183765,K0III       , 0.945
5127,  7341,  9649, , ,,,1.5763733,+00.23269304,322.58064516129, 7.87,0.326808469171365,K0          , 1.278
5128,  7342, 10041, , ,,,1.57667021,-75.69674839,120.627261761158, 8.60,3.19277265275137,F5V         , 0.450
5129,  7343, 10029, , ,,,1.5766984,-74.67429015,366.300366300366, 8.99,1.17081323520378,K0III       , 1.110
5130,  7344,  9585, , ,,,1.57701072,+35.11176144,187.617260787993, 7.22,0.853636045132862,K0          , 1.096
5131,  7345,  9672, 451,, 49    Cet, ,1.57714483,-15.67635270,61.2745098039216, 5.62,1.68360077208921,A1V         , 0.066
5132,  7346, , , ,,,1.57774012,+82.84854834,31.2695434646654, 9.04,6.56439229705108,K2          , 0.961
5133,  7349,  9743, , ,,,1.57877536,-35.34607270,97.7517106549365, 8.19,3.2393781685608,K1III       , 0.980
5134,  7351,  9382, , ,,,1.57946874,+69.90051839,341.296928327645, 8.57,0.904338101770549,K0+...      , 1.067
5135,  7352,  9648, , ,,,1.57948476,+06.58640513,221.729490022173, 8.05,1.3208827093898,A5          , 0.309
5136,  7353,  9809, , ,,,1.57953519,-49.80478410,518.134715025907, 8.21,-0.362213454961129,M0/M1III    , 1.565
5137,  7354,  9671, , ,,,1.57961979,-02.03359617,164.203612479475, 7.47,1.39308646316438,G5          , 1.053
5138,  7356,  9617, , ,,,1.58019029,+29.23901955,540.540540540541, 8.09,-0.57414135798493,K0          , 1.490
5139,  7357,  9670, , ,,,1.58020642,+00.94542483,36.6837857666911, 6.90,4.07762925749327,F8V         , 0.531
5140,  7358,  9639, , ,,,1.58027839,+20.17283590,137.362637362637, 6.65,0.960656896565187,K0          , 1.086
5141,  7359,  9640, 450,,          , ,1.58029093,+18.46067238,183.150183150183, 5.90,-0.414036786476313,M2III       , 1.536
5142,  7360,  9908, , ,,,1.58031654,-65.29893831,213.675213675214, 7.94,1.29122926537062,G8III       , 1.028
5143,  7361,  9742, 453,,          , ,1.58078678,-31.89221429,112.739571589628, 6.11,0.849618099158632,K0/K1III    , 1.109
5144,  7362,  9690, , ,,,1.58091969,-03.52380859,251.256281407035, 6.44,-0.560584639631561,K0          , 1.341
5145,  7363,  9731, , ,,,1.58098745,-23.69971287,303.951367781155, 6.41,-1.00402051025013,K2III       , 1.306
5146,  7364,  9656, , ,,,1.58100358,+12.55866655,83.3333333333333, 7.28,2.67590623023812,A3V         , 0.192
5147,  7366,  9657, , ,,,1.58126941,+08.27487179,197.628458498024, 6.96,0.480752584198996,K0          , 1.157
5148,  7367, , , ,,,1.58129107,+12.55961809,95.7854406130268, 8.58,3.67350249333122,F5V         , 0.419
5149,  7369,  9655, , ,,,1.58191596,+14.38526082,352.112676056338, 8.07,0.336591700235189,G5          , 1.018
5150,  7370,  9616, , ,,,1.58281102,+33.11818983,47.8240076518412, 6.74,3.34177016408836,G0          , 0.634
5151,  7372,  9770,,Gl  60  A,, ,1.58359898,-29.91056753,23.6462520690471, 7.11,5.2411884257345,K3V         , 0.909
5152,  7373,  9729, , ,,,1.58372599,-12.08513487,103.51966873706, 8.63,3.55488563207747,G2V         , 0.663
5153,  7374,  9638, , ,,,1.58385728,+29.10078586,265.25198938992, 7.84,0.721706751028965,K2II        , 1.146
5154,  7375,  9702, , ,,,1.58388941,+00.01942093,206.611570247934, 8.06,1.48422680822206,G5          , 0.845
5155,  7377,  9363, , ,,,1.58438759,+73.48185648,349.65034965035, 8.24,0.521830165645215,G5          , 0.978
5156,  7378,  9783, , ,,,1.58452446,-29.87567790,146.627565982405, 8.78,2.9489218732824,F8V         , 0.560
5157,  7381,  9784, , ,,,1.58504268,-31.39747653,341.296928327645, 8.24,0.574338101770548,K0III       , 1.044
5158,  7382,  9716, , ,,,1.58509558,-02.33533710,144.300144300144, 7.44,1.64366617305904,A0          , 0.181
5159,  7383,  9963, , ,,,1.58538601,-67.13623043,131.406044678055, 8.21,2.61692328385287,A8III/IV    , 0.329
5160,  7384,  9769, , ,,,1.58573361,-23.44763788,161.290322580645, 8.51,2.47195844749127,F5V         , 0.521
5161,  7385,  9755, , ,,,1.58591838,-18.49212662,189.035916824197, 8.82,2.43727836017593,K1IV        , 1.219
5162,  7387,  9896, 460,,          , ,1.58741932,-58.13939438,40.453074433657, 6.03,2.99524233208389,F2V         , 0.382
5163,  7389,  9636, , ,,,1.58839378,+44.97135971,156.25, 8.87,2.90089986991944,F8          , 0.485
5164,  7390, , , ,,,1.58843622,+23.05761782,289.017341040462, 8.87,1.56538049396388,K2          , 1.184
5165,  7391,  9754, , ,,,1.58848495,-07.57919730,120.336943441637, 8.69,3.28800511892055,F5          , 0.425
5166,  7392, , , ,,,1.58860286,+10.27850061,28.2805429864253,12.23,9.97256128170518,K7V:        , 1.436
5167,  7393,  9688, , ,,,1.58874629,+20.99484700,248.138957816377, 8.99,2.01652523070555,A3          , 0.236
5168,  7396,  9796, , ,,,1.58913462,-21.20091563,34.9283967865875, 8.77,6.05410674010799,K0V         , 0.780
5169,  7399,  9604, , ,,,1.59003985,+53.34557619,257.06940874036, 6.86,-0.190251993371461,B8          ,-0.012
5170,  7400,  9546, , ,,,1.59008168,+63.08197758,120.918984280532, 6.73,1.31752754776273,K1V         , 0.985
5171,  7401,  9590, , ,,,1.59053188,+56.04374328,217.391304347826, 7.02,0.33378915840787,B9          , 0.064
5172,  7403,  9687, , ,,,1.59054477,+30.77517800,389.105058365759, 8.11,0.159665616656473,K5          , 1.547
5173,  7402, , , ,,,1.59055068,+77.60322956,216.919739696312, 8.64,1.95850462694824,F8          , 0.682
5174,  7404,  9782, , ,,,1.59060125,-13.38112035,36.5497076023392, 7.17,4.35558046524039,G0V         , 0.593
5175,  7406,  9701, , ,,,1.59072077,+26.68440112,149.700598802395, 7.89,2.01388231237773,F8          , 0.599
5176,  7413,  9454, , ,,,1.59259881,+72.44202117,224.215246636771, 6.83,0.0766742935607097,G5          , 0.768
5177,  7411,  9751, , ,,,1.5926003,+10.56175465,280.112044817927, 8.07,0.833341080560967,K0          , 1.206
5178,  7412,  9645, , ,,,1.59260644,+46.89279580,184.50184501845, 8.94,2.60999643269193,Am...       , 0.233
5179,  7414,  9753, , ,,,1.59293995,+05.01123239,628.930817610063, 8.74,-0.253014378397742,K0          , 1.037
5180,  7418,  9583, , ,,,1.59345488,+61.47649773,319.488817891374, 8.57,1.04772168773224,K0III       , 1.560
5181,  7419,  9635, , ,,,1.59358484,+52.16384412,250.62656641604, 7.40,0.404864478433743,K2          , 1.533
5182,  7420, ,,NN 3100  ,, ,1.59376665,+42.03933665,41.9111483654652,10.97,7.85835219667162, , 1.283
5183,  7421,  9714, , ,,,1.59396273,+28.26959851,169.491525423729, 6.89,0.744260058210721,K1III       , 1.030
5184,  7424,  9875, , ,,,1.59415012,-39.83839056,353.356890459364, 7.99,0.248932177621453,M1III       , 1.580
5185,  7425, , , ,,,1.59450551,-50.26180113,48.8519785051295,10.47,7.02558921331253, , 1.336
5186,  7426, 10004, , ,,,1.59465086,-65.29353386,48.8758553274682, 8.83,5.38452814688071,G6V         , 0.761
5187,  7427,  9807, , ,,,1.594697,-05.07746687,57.7034045008656, 7.79,3.98399281356958,F5          , 0.567
5188,  7428,  9713, , ,,,1.59484064,+31.74796123,187.96992481203, 8.93,2.55955816147524,F5          , 0.446
5189,  7429,  9934, , ,,,1.59495063,-55.23844148,48.030739673391, 7.85,4.44240362587259,F8/G0V      , 0.556
5190,  7430,  9925, , ,,,1.59530798,-53.19995737,133.333333333333, 7.82,2.1953063169585,K0III       , 1.011
5191,  7431,  9831, , ,,,1.59558594,-17.30324959,3030.30303030303, 8.30,-4.10743030061056,K0III       , 1.080
5192,  7433,  9962, , ,,,1.59565128,-60.96658281,247.524752475248, 7.83,0.861906825553025,A4V         , 0.173
5193,  7434, 10102, , ,,,1.59580584,-72.73945994,371.747211895911, 8.90,1.04876140001204,K0III       , 1.150
5194,  7435,  9750, , ,,,1.59600824,+19.67047433,102.564102564103, 8.43,3.37502307849268,F8          , 0.574
5195,  7436,  9766, 455,,101    Psc, ,1.59623346,+14.66144102,704.225352112676, 6.23,-3.00855827808472,B9.5III     ,-0.036
5196,  7439,  9728, , ,,,1.59735368,+33.83565416,134.589502018843, 6.53,0.884944068802877,K0          , 0.990
5197,  7442,  9907, , ,,,1.59736377,-43.00170144,186.915887850467, 8.39,2.03176891010614,G8IV        , 0.928
5198,  7443,  9895, , ,,,1.59738881,-39.94700724,37.6789751318764, 6.43,3.54950459264208,F3/F5V      , 0.415
5199,  7444,  9712, 452,,          , ,1.59790662,+41.07641867,118.906064209275, 6.39,1.01397997898956,K1III       , 1.122
5200,  7446,  9847, , ,,,1.59802849,-17.53197680,42.9184549356223, 7.15,3.9867796051301,G6IV        , 0.712
5201,  7447,  9780, 457,,          , ,1.59851811,+17.43378965,59.7014925373134, 5.95,2.07007405686432,F0IV        , 0.259
5202,  7448,  9818, , ,,,1.59882495,+01.27501927,108.108108108108, 8.27,3.10070866369516,F5          , 0.472
5203,  7449,  9894, , ,,,1.59970245,-36.45365558,348.432055749129, 7.60,-0.110590516330038,M2III       , 1.620
5204,  7450,  9856, 459,, 50    Cet, ,1.59971033,-15.40021584,168.350168350168, 5.41,-0.721067775094031,K1III       , 1.226
5205,  7456,  9817, , ,,,1.60079437,+07.64525355,75.0187546886722, 6.78,2.4041507470693,F8          , 0.465
5206,  7457,  9709, , ,,,1.60085242,+47.11449716,294.117647058824, 7.07,-0.272605414788724,B9          ,-0.051
5207,  7458,  9634, , ,,,1.60143924,+60.21280896,421.940928270042, 7.89,-0.23625826994948,K5III       , 1.722
